gene	accession	ref_hits	ref_agree	ref_disagree	ref_unnamed	disagreeing_refs	eggnog_status	eggnog_name	flag
flgb	GCF_003670275.1	5	5	0	0				
flgb	GCF_003752135.1	5	5	0	0				
flgb	GCF_004214795.1	5	5	0	0				
flgb	GCF_004214815.1	5	5	0	0				
flgb	GCF_004299785.2	5	5	0	0				
flgb	GCF_004323845.1	5	5	0	0				
flgb	GCF_004803795.1	5	5	0	0				
flgb	GCF_004803815.1	5	5	0	0				
flgb	GCF_005217605.1	5	5	0	0				
flgb	GCF_005406215.1	5	5	0	0				
flgb	GCF_005406225.1	5	5	0	0				
flgb	GCF_005843985.1	5	5	0	0				
flgb	GCF_006459125.1	5	5	0	0				
flgb	GCF_006864425.1	5	5	0	0				
flgb	GCF_008245005.1	5	5	0	0				
flgb	GCF_008245045.1	5	5	0	0				
flgb	GCF_008693005.1	5	5	0	0				
flgb	GCF_009068765.1	5	5	0	0				
flgb	GCF_009192995.1	5	5	0	0				
flgb	GCF_009258225.1	5	5	0	0				
flgb	GCF_011769985.2	5	5	0	0				
flgb	GCF_013177635.1	5	5	0	0				
flgb	GCF_013177655.1	5	5	0	0				
flgb	GCF_013201605.1	5	5	0	0				
flgb	GCF_013201625.1	5	5	0	0				
flgb	GCF_013201705.1	5	5	0	0				
flgb	GCF_013201725.1	5	5	0	0				
flgb	GCF_013201825.1	5	5	0	0				
flgb	GCF_013201935.1	5	5	0	0				
flgb	GCF_013283835.1	5	5	0	0				
flgb	GCF_013372105.1	5	5	0	0				
flgb	GCF_013372125.1	5	5	0	0				
flgb	GCF_013372145.1	5	5	0	0				
flgb	GCF_013372185.1	5	5	0	0				
flgb	GCF_013372205.1	5	5	0	0				
flgb	GCF_013372265.1	5	5	0	0				
flgb	GCF_014253065.1	5	5	0	0				
flgb	GCF_014466985.1	4	4	0	0				
flgb	GCF_014905095.1	5	5	0	0				
flgb	GCF_014905115.1	5	5	0	0				
flgb	GCF_014905135.1	5	5	0	0				
flgb	GCF_015100395.1	4	4	0	0				
flgb	GCF_015265455.1	5	5	0	0				
flgb	GCF_015265475.1	5	5	0	0				
flgb	GCF_016106035.1	5	5	0	0				
flgb	GCF_016593255.1	5	5	0	0				
flgb	GCF_016806695.1	5	5	0	0				
flgb	GCF_016937535.1	5	5	0	0				
flgb	GCF_017357825.1	5	5	0	0				
flgb	GCF_017979425.1	5	5	0	0				
flgb	GCF_017979475.1	5	5	0	0				
flgb	GCF_018145655.1	5	5	0	0				
flgb	GCF_019711685.1	5	5	0	0				
flgb	GCF_021300615.1	5	5	0	0				
flgb	GCF_021300655.1	5	5	0	0				
flgb	GCF_023646285.1	5	5	0	0				
flgb	GCF_024267655.1	5	5	0	0				
flgb	GCF_025770725.1	5	5	0	0				
flgb	GCF_026000295.1	5	5	0	0				
flgb	GCF_027859255.1	5	5	0	0				
flgb	GCF_027943725.1	4	4	0	0				
flgb	GCF_027946175.1	4	4	0	0				
flgb	GCF_028649595.1	5	5	0	0				
flgb	GCF_028751035.1	5	5	0	0				
flgb	GCF_030249845.1	5	5	0	0				
flgb	GCF_030296055.1	5	5	0	0				
flgb	GCF_900115615.1	5	5	0	0				
flgb	GCF_900187115.1	4	4	0	0				
flgb	GCF_900461455.1	5	5	0	0				
flgb	GCF_900475935.1	5	5	0	0				
flgb	GCF_900476215.1	5	5	0	0				
flgb	GCF_900478295.1	4	4	0	0				
flgb	GCF_900637395.1	5	5	0	0				
flgb	GCF_905120465.1	5	5	0	0				
flgb	GCF_905120475.1	5	5	0	0				
flgc	GCF_000012965.1	4	4	0	0				
flgc	GCF_000021725.1	4	4	0	0				
flgc	GCF_000024885.1	5	5	0	0				
flgc	GCF_000092245.1	5	5	0	0				
flgc	GCF_000147355.1	5	5	0	0				
flgc	GCF_000155475.1	5	5	0	0				
flgc	GCF_000162575.1	5	5	0	0				
flgc	GCF_000183725.1	5	5	0	0				
flgc	GCF_000194135.1	5	5	0	0				
flgc	GCF_000196135.1	5	5	0	0				
flgc	GCF_000200595.1	5	5	0	0				
flgc	GCF_000242915.1	5	5	0	0				
flgc	GCF_000254135.1	5	5	0	0				
flgc	GCF_000259275.1	5	5	0	0				
flgc	GCF_000265295.1	5	5	0	0				
flgc	GCF_000420385.1	5	5	0	0				
flgc	GCF_000445475.1	5	5	0	0				
flgc	GCF_000507845.1	5	5	0	0				
flgc	GCF_000518225.1	5	5	0	0				
flgc	GCF_000568815.1	5	5	0	0				
flgc	GCF_000597725.1	5	5	0	0				
flgc	GCF_000686565.1	5	5	0	0				
flgc	GCF_000687535.1	5	5	0	0				
flgc	GCF_000736415.1	5	5	0	0				
flgc	GCF_000744435.1	5	5	0	0				
flgc	GCF_000762845.2	5	5	0	0				
flgc	GCF_000762875.2	5	5	0	0				
flgc	GCF_000763135.2	5	5	0	0				
flgc	GCF_000765805.2	5	5	0	0				
flgc	GCF_000765905.2	5	5	0	0				
flgc	GCF_000813325.1	5	5	0	0				
flgc	GCF_000816185.1	5	5	0	0				
flgc	GCF_000816305.1	5	5	0	0				
flgc	GCF_000816785.1	5	5	0	0				
flgc	GCF_001282945.1	5	5	0	0				
flgc	GCF_001283065.1	5	5	0	0				
flgc	GCF_001298465.1	5	5	0	0				
flgc	GCF_001457695.1	4	4	0	0				
flgc	GCF_001602095.1	5	5	0	0				
flgc	GCF_001687475.2	5	5	0	0				
flgc	GCF_001693335.1	5	5	0	0				
flgc	GCF_001723605.1	5	5	0	0				
flgc	GCF_001956695.1	5	5	0	0				
flgc	GCF_002021925.1	5	5	0	0				
flgc	GCF_002080395.1	5	5	0	0				
flgc	GCF_002104335.1	5	5	0	0				
flgc	GCF_002119425.1	5	5	0	0				
flgc	GCF_002139855.1	5	5	0	0				
flgc	GCF_002139875.1	5	5	0	0				
flgc	GCF_002139915.1	5	5	0	0				
flgc	GCF_002139935.1	5	5	0	0				
flgc	GCF_002238335.1	5	5	0	0				
flgc	GCF_002335445.1	5	5	0	0				
flgc	GCF_002837275.1	5	5	0	0				
flgc	GCF_003063245.1	5	5	0	0				
flgc	GCF_003063295.1	5	5	0	0				
flgc	GCF_003245365.1	5	5	0	0				
flgc	GCF_003316695.1	5	5	0	0				
flgc	GCF_003346775.1	5	5	0	0				
flgc	GCF_003346815.1	5	5	0	0				
flgc	GCF_003355515.1	5	5	0	0				
flgc	GCF_003364195.1	5	5	0	0				
flgc	GCF_003364205.1	5	5	0	0				
flgc	GCF_003364215.1	5	5	0	0				
flgc	GCF_003364255.1	5	5	0	0				
flgc	GCF_003364335.1	5	5	0	0				
flgc	GCF_003544835.1	5	5	0	0				
flgc	GCF_003544855.1	5	5	0	0				
flgc	GCF_003544935.1	5	5	0	0				
flgc	GCF_003660105.1	5	5	0	0				
flgc	GCF_003660265.1	5	5	0	0				
flgc	GCF_003660285.1	5	5	0	0				
flgc	GCF_003660395.1	5	5	0	0				
flgc	GCF_003667345.1	5	5	0	0				
flgc	GCF_003670275.1	5	5	0	0				
flgc	GCF_003752135.1	5	5	0	0				
flgc	GCF_004214795.1	5	5	0	0				
flgc	GCF_004214815.1	5	5	0	0				
flgc	GCF_004299785.2	5	5	0	0				
flgc	GCF_004323845.1	5	5	0	0				
flgc	GCF_004803795.1	5	5	0	0				
flgc	GCF_004803815.1	5	5	0	0				
flgc	GCF_005217605.1	5	5	0	0				
flgc	GCF_005406215.1	5	5	0	0				
flgc	GCF_005406225.1	5	5	0	0				
flgc	GCF_005843985.1	5	5	0	0				
flgc	GCF_006459125.1	5	5	0	0				
flgc	GCF_006864425.1	5	5	0	0				
flgc	GCF_008245005.1	5	5	0	0				
flgc	GCF_008245045.1	5	5	0	0				
flgc	GCF_008693005.1	5	5	0	0				
flgc	GCF_009068765.1	5	5	0	0				
flgc	GCF_009192995.1	5	5	0	0				
flgc	GCF_009258225.1	5	5	0	0				
flgc	GCF_011769985.2	5	5	0	0				
flgc	GCF_013177635.1	5	5	0	0				
flgc	GCF_013177655.1	5	5	0	0				
flgc	GCF_013201605.1	5	5	0	0				
flgc	GCF_013201625.1	5	5	0	0				
flgc	GCF_013201705.1	5	5	0	0				
flgc	GCF_013201725.1	5	5	0	0				
flgc	GCF_013201825.1	5	5	0	0				
flgc	GCF_013201935.1	5	5	0	0				
flgc	GCF_013283835.1	5	5	0	0				
flgc	GCF_013372105.1	5	5	0	0				
flgc	GCF_013372125.1	5	5	0	0				
flgc	GCF_013372145.1	5	5	0	0				
flgc	GCF_013372185.1	5	5	0	0				
flgc	GCF_013372205.1	5	5	0	0				
flgc	GCF_013372265.1	5	5	0	0				
flgc	GCF_014253065.1	5	5	0	0				
flgc	GCF_014466985.1	5	5	0	0				
flgc	GCF_014905095.1	5	5	0	0				
flgc	GCF_014905115.1	5	5	0	0				
flgc	GCF_014905135.1	5	5	0	0				
flgc	GCF_015100395.1	5	5	0	0				
flgc	GCF_015265455.1	5	5	0	0				
flgc	GCF_015265475.1	5	5	0	0				
flgc	GCF_016106035.1	5	5	0	0				
flgc	GCF_016593255.1	5	5	0	0				
flgc	GCF_016806695.1	5	5	0	0				
flgc	GCF_016937535.1	5	5	0	0				
flgc	GCF_017357825.1	5	5	0	0				
flgc	GCF_017979425.1	5	5	0	0				
flgc	GCF_017979475.1	5	5	0	0				
flgc	GCF_018145655.1	5	5	0	0				
flgc	GCF_019711685.1	5	5	0	0				
flgc	GCF_021300615.1	5	5	0	0				
flgc	GCF_021300655.1	5	5	0	0				
flgc	GCF_023646285.1	5	5	0	0				
flgc	GCF_024267655.1	5	5	0	0				
flgc	GCF_025770725.1	5	5	0	0				
flgc	GCF_026000295.1	5	5	0	0				
flgc	GCF_027859255.1	5	5	0	0				
flgc	GCF_027943725.1	5	5	0	0				
flgc	GCF_027946175.1	5	5	0	0				
flgc	GCF_028649595.1	5	5	0	0				
flgc	GCF_028751035.1	5	5	0	0				
flgc	GCF_030249845.1	5	5	0	0				
flgc	GCF_030296055.1	5	5	0	0				
flgc	GCF_900115615.1	5	5	0	0				
flgc	GCF_900187115.1	4	4	0	0				
flgc	GCF_900461455.1	5	5	0	0				
flgc	GCF_900475935.1	5	5	0	0				
flgc	GCF_900476215.1	5	5	0	0				
flgc	GCF_900478295.1	4	4	0	0				
flgc	GCF_900637395.1	5	5	0	0				
flgc	GCF_905120465.1	5	5	0	0				
flgc	GCF_905120475.1	5	5	0	0				
flgd	GCF_000012965.1	3	3	0	0				
flgd	GCF_000021725.1	4	4	0	0				
flgd	GCF_000024885.1	4	4	0	0				
flgd	GCF_000092245.1	3	3	0	0				
flgd	GCF_000147355.1	4	4	0	0				
flgd	GCF_000155475.1	4	4	0	0				
flgd	GCF_000162575.1	4	4	0	0				
flgd	GCF_000183725.1	5	5	0	0				
flgd	GCF_000194135.1	4	4	0	0				
flgd	GCF_000196135.1	5	5	0	0				
flgd	GCF_000200595.1	5	5	0	0				
flgd	GCF_000242915.1	4	4	0	0				
flgd	GCF_000254135.1	5	5	0	0				
flgd	GCF_000265295.1	4	4	0	0				
flgd	GCF_000420385.1	4	4	0	0				
flgd	GCF_000445475.1	5	5	0	0				
flgd	GCF_000518225.1	4	4	0	0				
flgd	GCF_000568815.1	4	4	0	0				
flgd	GCF_000597725.1	4	4	0	0				
flgd	GCF_000686565.1	3	3	0	0				
flgd	GCF_000687535.1	4	4	0	0				
flgd	GCF_000736415.1	4	4	0	0				
flgd	GCF_000744435.1	5	5	0	0				
flgd	GCF_000762875.2	2	2	0	0				
flgd	GCF_000763135.2	4	4	0	0				
flgd	GCF_000765805.2	4	4	0	0				
flgd	GCF_000765905.2	2	2	0	0				
flgd	GCF_000813325.1	5	5	0	0				
flgd	GCF_000816185.1	4	4	0	0				
flgd	GCF_000816305.1	4	4	0	0				
flgd	GCF_000816785.1	4	4	0	0				
flgd	GCF_001282945.1	4	4	0	0				
flgd	GCF_001283065.1	4	4	0	0				
flgd	GCF_001298465.1	4	4	0	0				
flgd	GCF_001457695.1	4	4	0	0				
flgd	GCF_001693335.1	4	4	0	0				
flgd	GCF_001723605.1	4	4	0	0				
flgd	GCF_001956695.1	2	2	0	0				
flgd	GCF_002021925.1	4	4	0	0				
flgd	GCF_002080395.1	4	4	0	0				
flgd	GCF_002119425.1	3	3	0	0				
flgd	GCF_002139855.1	4	4	0	0				
flgd	GCF_002139875.1	5	5	0	0				
flgd	GCF_002139915.1	4	4	0	0				
flgd	GCF_002139935.1	4	4	0	0				
flgd	GCF_002238335.1	4	4	0	0				
flgd	GCF_002335445.1	5	5	0	0				
flgd	GCF_002837275.1	2	2	0	0				
flgd	GCF_003063245.1	2	2	0	0				
flgd	GCF_003063295.1	2	2	0	0				
flgd	GCF_003245365.1	4	4	0	0				
flgd	GCF_003316695.1	2	2	0	0				
flgd	GCF_003346775.1	3	3	0	0				
flgd	GCF_003346815.1	1	1	0	0				
flgd	GCF_003355515.1	2	2	0	0				
flgd	GCF_003364195.1	4	4	0	0				
flgd	GCF_003364205.1	4	4	0	0				
flgd	GCF_003364255.1	4	4	0	0				
flgd	GCF_003544835.1	1	1	0	0				
flgd	GCF_003544855.1	1	1	0	0				
flgd	GCF_003544935.1	2	2	0	0				
flgd	GCF_003660105.1	1	1	0	0				
flgd	GCF_003660265.1	5	5	0	0				
flgd	GCF_003660285.1	5	5	0	0				
flgd	GCF_003660395.1	4	4	0	0				
flgd	GCF_003667345.1	1	1	0	0				
flgd	GCF_003670275.1	4	4	0	0				
flgd	GCF_003752135.1	5	5	0	0				
flgd	GCF_004214795.1	1	1	0	0				
flgd	GCF_004214815.1	1	1	0	0				
flgd	GCF_004299785.2	1	1	0	0				
flgd	GCF_004323845.1	4	4	0	0				
flgd	GCF_004803795.1	4	4	0	0				
flgd	GCF_004803815.1	4	4	0	0				
flgd	GCF_005217605.1	4	4	0	0				
flgd	GCF_005406215.1	4	4	0	0				
flgd	GCF_005406225.1	4	4	0	0				
flgd	GCF_005843985.1	5	5	0	0				
flgd	GCF_006459125.1	0	0	0	0				
flgd	GCF_006864425.1	4	4	0	0				
flgd	GCF_008245005.1	4	4	0	0				
flgd	GCF_008245045.1	4	4	0	0				
flgd	GCF_009068765.1	4	4	0	0				
flgd	GCF_009192995.1	4	4	0	0				
flgd	GCF_009258225.1	4	4	0	0				
flgd	GCF_011769985.2	4	4	0	0				
flgd	GCF_013177635.1	2	2	0	0				
flgd	GCF_013177655.1	5	5	0	0				
flgd	GCF_013201605.1	4	4	0	0				
flgd	GCF_013201625.1	1	1	0	0				
flgd	GCF_013201705.1	1	1	0	0				
flgd	GCF_013201725.1	2	2	0	0				
flgd	GCF_013201825.1	0	0	0	0				
flgd	GCF_013201935.1	3	3	0	0				
flgd	GCF_013283835.1	2	2	0	0				
flgd	GCF_013372105.1	4	4	0	0				
flgd	GCF_013372125.1	4	4	0	0				
flgd	GCF_013372145.1	4	4	0	0				
flgd	GCF_013372185.1	4	4	0	0				
flgd	GCF_013372205.1	4	4	0	0				
flgd	GCF_013372265.1	1	1	0	0				
flgd	GCF_014253065.1	4	4	0	0				
flgd	GCF_014466985.1	2	2	0	0				
flgd	GCF_014905095.1	4	4	0	0				
flgd	GCF_014905115.1	4	4	0	0				
flgd	GCF_014905135.1	5	5	0	0				
flgd	GCF_015265455.1	4	4	0	0				
flgd	GCF_015265475.1	4	4	0	0				
flgd	GCF_016106035.1	1	1	0	0				
flgd	GCF_016593255.1	4	4	0	0				
flgd	GCF_016806695.1	4	4	0	0				
flgd	GCF_016937535.1	4	4	0	0				
flgd	GCF_017357825.1	4	4	0	0				
flgd	GCF_017979425.1	4	4	0	0				
flgd	GCF_017979475.1	4	4	0	0				
flgd	GCF_018145655.1	5	5	0	0				
flgd	GCF_019711685.1	4	4	0	0				
flgd	GCF_021300655.1	4	4	0	0				
flgd	GCF_023646285.1	4	4	0	0				
flgd	GCF_024267655.1	1	1	0	0				
flgd	GCF_025770725.1	4	4	0	0				
flgd	GCF_026000295.1	4	4	0	0				
flgd	GCF_027859255.1	4	4	0	0				
flgd	GCF_027943725.1	3	3	0	0				
flgd	GCF_028649595.1	4	4	0	0				
flgd	GCF_028751035.1	4	4	0	0				
flgd	GCF_030249845.1	4	4	0	0				
flgd	GCF_030296055.1	4	4	0	0				
flgd	GCF_900115615.1	3	3	0	0				
flgd	GCF_900187115.1	1	1	0	0				
flgd	GCF_900461455.1	4	4	0	0				
flgd	GCF_900475935.1	4	4	0	0				
flgd	GCF_900476215.1	4	4	0	0				
flgd	GCF_900478295.1	3	3	0	0				
flgd	GCF_900637395.1	4	4	0	0				
flgd	GCF_905120465.1	4	4	0	0				
flgd	GCF_905120475.1	4	4	0	0				
flge	GCF_000012965.1	4	2	0	2				
flge	GCF_000021725.1	4	3	0	1				
flge	GCF_000024885.1	4	3	0	1				
flge	GCF_000147355.1	5	3	0	2				
flge	GCF_000155475.1	5	3	0	2				
flge	GCF_000162575.1	5	3	0	2				
flge	GCF_000183725.1	5	3	0	2				
flge	GCF_000194135.1	5	3	0	2				
flge	GCF_000196135.1	5	3	0	2				
flge	GCF_000200595.1	5	3	0	2				
flge	GCF_000242915.1	4	3	0	1				
flge	GCF_000254135.1	5	3	0	2				
flge	GCF_000259275.1	5	3	0	2				
flge	GCF_000265295.1	4	3	0	1				
flge	GCF_000420385.1	5	3	0	2				
flge	GCF_000445475.1	5	3	0	2				
flge	GCF_000507845.1	5	3	0	2				
flge	GCF_000518225.1	5	3	0	2				
flge	GCF_000568815.1	4	3	0	1				
flge	GCF_000597725.1	4	3	0	1				
flge	GCF_000686565.1	5	3	0	2				
flge	GCF_000687535.1	5	3	0	2				
flge	GCF_000736415.1	5	3	0	2				
flge	GCF_000744435.1	5	3	0	2				
flge	GCF_000762845.2	5	3	0	2				
flge	GCF_000762875.2	5	3	0	2				
flge	GCF_000763135.2	5	3	0	2				
flge	GCF_000765805.2	5	3	0	2				
flge	GCF_000765905.2	5	3	0	2				
flge	GCF_000813325.1	5	3	0	2				
flge	GCF_000816185.1	4	3	0	1				
flge	GCF_000816305.1	5	3	0	2				
flge	GCF_000816785.1	5	3	0	2				
flge	GCF_001282945.1	5	3	0	2				
flge	GCF_001283065.1	5	3	0	2				
flge	GCF_001298465.1	5	3	0	2				
flge	GCF_001457695.1	4	2	0	2				
flge	GCF_001602095.1	5	3	0	2				
flge	GCF_001687475.2	5	3	0	2				
flge	GCF_001693335.1	5	3	0	2				
flge	GCF_001723605.1	4	3	0	1				
flge	GCF_002021925.1	5	3	0	2				
flge	GCF_002080395.1	5	3	0	2				
flge	GCF_002104335.1	5	3	0	2				
flge	GCF_002119425.1	5	3	0	2				
flge	GCF_002139855.1	4	3	0	1				
flge	GCF_002139875.1	4	3	0	1				
flge	GCF_002139915.1	4	3	0	1				
flge	GCF_002139935.1	4	3	0	1				
flge	GCF_002238335.1	5	3	0	2				
flge	GCF_002335445.1	5	3	0	2				
flge	GCF_003245365.1	5	3	0	2				
flge	GCF_003364195.1	5	3	0	2				
flge	GCF_003364205.1	5	3	0	2				
flge	GCF_003364215.1	5	3	0	2				
flge	GCF_003364255.1	5	3	0	2				
flge	GCF_003364335.1	5	3	0	2				
flge	GCF_003660265.1	5	3	0	2				
flge	GCF_003660285.1	5	3	0	2				
flge	GCF_003660395.1	5	3	0	2				
flge	GCF_003670275.1	5	3	0	2				
flge	GCF_003752135.1	5	3	0	2				
flge	GCF_004323845.1	5	3	0	2				
flge	GCF_004803795.1	5	3	0	2				
flge	GCF_004803815.1	5	3	0	2				
flge	GCF_005217605.1	5	3	0	2				
flge	GCF_005406215.1	5	3	0	2				
flge	GCF_005406225.1	5	3	0	2				
flge	GCF_005843985.1	5	3	0	2				
flge	GCF_006864425.1	5	3	0	2				
flge	GCF_008245005.1	5	3	0	2				
flge	GCF_008245045.1	4	3	0	1				
flge	GCF_008693005.1	5	3	0	2				
flge	GCF_009192995.1	5	3	0	2				
flge	GCF_009258225.1	5	3	0	2				
flge	GCF_011769985.2	4	3	0	1				
flge	GCF_013177655.1	5	3	0	2				
flge	GCF_013201605.1	5	3	0	2				
flge	GCF_013372105.1	5	3	0	2				
flge	GCF_013372125.1	4	3	0	1				
flge	GCF_013372145.1	5	3	0	2				
flge	GCF_013372185.1	5	3	0	2				
flge	GCF_013372205.1	5	3	0	2				
flge	GCF_014253065.1	5	3	0	2				
flge	GCF_014905095.1	5	3	0	2				
flge	GCF_014905115.1	5	3	0	2				
flge	GCF_014905135.1	5	3	0	2				
flge	GCF_015265455.1	4	3	0	1				
flge	GCF_015265475.1	4	3	0	1				
flge	GCF_016593255.1	5	3	0	2				
flge	GCF_016806695.1	5	3	0	2				
flge	GCF_016937535.1	4	3	0	1				
flge	GCF_017357825.1	5	3	0	2				
flge	GCF_017979475.1	5	3	0	2				
flge	GCF_018145655.1	5	3	0	2				
flge	GCF_019711685.1	5	3	0	2				
flge	GCF_021300615.1	5	3	0	2				
flge	GCF_021300655.1	5	3	0	2				
flge	GCF_023646285.1	5	3	0	2				
flge	GCF_025770725.1	4	3	0	1				
flge	GCF_026000295.1	5	3	0	2				
flge	GCF_027859255.1	5	3	0	2				
flge	GCF_028649595.1	4	3	0	1				
flge	GCF_028751035.1	5	3	0	2				
flge	GCF_030249845.1	5	3	0	2				
flge	GCF_030296055.1	5	3	0	2				
flge	GCF_900115615.1	5	3	0	2				
flge	GCF_900461455.1	5	3	0	2				
flge	GCF_900475935.1	4	3	0	1				
flge	GCF_900476215.1	5	3	0	2				
flge	GCF_900478295.1	4	2	0	2				
flge	GCF_900637395.1	5	3	0	2				
flge	GCF_905120465.1	5	3	0	2				
flge	GCF_905120475.1	5	3	0	2				
flgg	GCF_000012965.1	4	4	0	0				
flgg	GCF_000021725.1	4	4	0	0				
flgg	GCF_000024885.1	5	5	0	0				
flgg	GCF_000092245.1	5	5	0	0				
flgg	GCF_000147355.1	5	5	0	0				
flgg	GCF_000155475.1	5	5	0	0				
flgg	GCF_000162575.1	5	5	0	0				
flgg	GCF_000183725.1	5	5	0	0				
flgg	GCF_000194135.1	5	5	0	0				
flgg	GCF_000196135.1	5	5	0	0				
flgg	GCF_000200595.1	5	5	0	0				
flgg	GCF_000242915.1	5	5	0	0				
flgg	GCF_000254135.1	5	5	0	0				
flgg	GCF_000259275.1	5	5	0	0				
flgg	GCF_000265295.1	5	5	0	0				
flgg	GCF_000420385.1	5	5	0	0				
flgg	GCF_000445475.1	5	5	0	0				
flgg	GCF_000507845.1	5	5	0	0				
flgg	GCF_000518225.1	5	5	0	0				
flgg	GCF_000568815.1	5	5	0	0				
flgg	GCF_000597725.1	5	5	0	0				
flgg	GCF_000686565.1	5	5	0	0				
flgg	GCF_000687535.1	5	5	0	0				
flgg	GCF_000736415.1	5	5	0	0				
flgg	GCF_000744435.1	5	5	0	0				
flgg	GCF_000762845.2	5	5	0	0				
flgg	GCF_000762875.2	5	5	0	0				
flgg	GCF_000763135.2	5	5	0	0				
flgg	GCF_000765805.2	5	5	0	0				
flgg	GCF_000765905.2	5	5	0	0				
flgg	GCF_000813325.1	5	5	0	0				
flgg	GCF_000816185.1	5	5	0	0				
flgg	GCF_000816305.1	5	5	0	0				
flgg	GCF_000816785.1	5	5	0	0				
flgg	GCF_001282945.1	5	5	0	0				
flgg	GCF_001283065.1	5	5	0	0				
flgg	GCF_001298465.1	5	5	0	0				
flgg	GCF_001457695.1	4	4	0	0				
flgg	GCF_001602095.1	5	5	0	0				
flgg	GCF_001687475.2	5	5	0	0				
flgg	GCF_001693335.1	5	5	0	0				
flgg	GCF_001723605.1	5	5	0	0				
flgg	GCF_001956695.1	5	5	0	0				
flgg	GCF_002021925.1	5	5	0	0				
flgg	GCF_002080395.1	5	5	0	0				
flgg	GCF_002104335.1	5	5	0	0				
flgg	GCF_002119425.1	5	5	0	0				
flgg	GCF_002139855.1	5	5	0	0				
flgg	GCF_002139875.1	5	5	0	0				
flgg	GCF_002139915.1	5	5	0	0				
flgg	GCF_002139935.1	5	5	0	0				
flgg	GCF_002238335.1	5	5	0	0				
flgg	GCF_002335445.1	5	5	0	0				
flgg	GCF_002837275.1	5	5	0	0				
flgg	GCF_003063245.1	5	5	0	0				
flgg	GCF_003063295.1	5	5	0	0				
flgg	GCF_003245365.1	5	5	0	0				
flgg	GCF_003316695.1	5	5	0	0				
flgg	GCF_003346775.1	5	5	0	0				
flgg	GCF_003346815.1	5	5	0	0				
flgg	GCF_003355515.1	5	5	0	0				
flgg	GCF_003364195.1	5	5	0	0				
flgg	GCF_003364205.1	5	5	0	0				
flgg	GCF_003364215.1	5	5	0	0				
flgg	GCF_003364255.1	5	5	0	0				
flgg	GCF_003364335.1	5	5	0	0				
flgg	GCF_003544835.1	5	5	0	0				
flgg	GCF_003544855.1	5	5	0	0				
flgg	GCF_003544935.1	5	5	0	0				
flgg	GCF_003660105.1	5	5	0	0				
flgg	GCF_003660265.1	5	5	0	0				
flgg	GCF_003660285.1	5	5	0	0				
flgg	GCF_003667345.1	5	5	0	0				
flgg	GCF_003670275.1	5	5	0	0				
flgg	GCF_003752135.1	5	5	0	0				
flgg	GCF_004214795.1	5	5	0	0				
flgg	GCF_004214815.1	5	5	0	0				
flgg	GCF_004299785.2	5	5	0	0				
flgg	GCF_004323845.1	5	5	0	0				
flgg	GCF_004803795.1	5	5	0	0				
flgg	GCF_004803815.1	5	5	0	0				
flgg	GCF_005217605.1	5	5	0	0				
flgg	GCF_005406215.1	5	5	0	0				
flgg	GCF_005406225.1	5	5	0	0				
flgg	GCF_005843985.1	5	5	0	0				
flgg	GCF_006459125.1	5	5	0	0				
flgg	GCF_006864425.1	5	5	0	0				
flgg	GCF_008245005.1	5	5	0	0				
flgg	GCF_008245045.1	5	5	0	0				
flgg	GCF_008693005.1	5	5	0	0				
flgg	GCF_009068765.1	5	5	0	0				
flgg	GCF_009192995.1	5	5	0	0				
flgg	GCF_009258225.1	5	5	0	0				
flgg	GCF_011769985.2	5	5	0	0				
flgg	GCF_013177635.1	5	5	0	0				
flgg	GCF_013177655.1	5	5	0	0				
flgg	GCF_013201605.1	5	5	0	0				
flgg	GCF_013201625.1	5	5	0	0				
flgg	GCF_013201705.1	5	5	0	0				
flgg	GCF_013201725.1	5	5	0	0				
flgg	GCF_013201825.1	5	5	0	0				
flgg	GCF_013201935.1	5	5	0	0				
flgg	GCF_013283835.1	5	5	0	0				
flgg	GCF_013372105.1	5	5	0	0				
flgg	GCF_013372125.1	5	5	0	0				
flgg	GCF_013372145.1	5	5	0	0				
flgg	GCF_013372185.1	5	5	0	0				
flgg	GCF_013372205.1	5	5	0	0				
flgg	GCF_013372265.1	5	5	0	0				
flgg	GCF_014253065.1	5	5	0	0				
flgg	GCF_014466985.1	5	5	0	0				
flgg	GCF_014905095.1	5	5	0	0				
flgg	GCF_014905115.1	5	5	0	0				
flgg	GCF_014905135.1	5	5	0	0				
flgg	GCF_015100395.1	5	5	0	0				
flgg	GCF_015265455.1	5	5	0	0				
flgg	GCF_015265475.1	5	5	0	0				
flgg	GCF_016106035.1	5	5	0	0				
flgg	GCF_016593255.1	5	5	0	0				
flgg	GCF_016806695.1	5	5	0	0				
flgg	GCF_016937535.1	5	5	0	0				
flgg	GCF_017357825.1	5	5	0	0				
flgg	GCF_017979425.1	5	5	0	0				
flgg	GCF_017979475.1	5	5	0	0				
flgg	GCF_018145655.1	5	5	0	0				
flgg	GCF_019711685.1	5	5	0	0				
flgg	GCF_021300615.1	5	5	0	0				
flgg	GCF_021300655.1	5	5	0	0				
flgg	GCF_023646285.1	5	5	0	0				
flgg	GCF_024267655.1	5	5	0	0				
flgg	GCF_025770725.1	5	5	0	0				
flgg	GCF_026000295.1	5	5	0	0				
flgg	GCF_027859255.1	5	5	0	0				
flgg	GCF_027943725.1	5	5	0	0				
flgg	GCF_027946175.1	5	5	0	0				
flgg	GCF_028649595.1	5	5	0	0				
